Variable Name,Variable Description Old,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Variable Description New,Full Name,Year,Demo File Name
LBXVBZN,Blood Benzonitrile (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Benzonitrile (ng/mL),LBXVBZN: Blood Benzonitrile (ng/mL),2015-2016,DEMO_I
LBXVC6,Blood Cyclohexane (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Cyclohexane (ng/mL),LBXVC6: Blood Cyclohexane (ng/mL),2015-2016,DEMO_I
LBXVCB,Blood Chlorobenzene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Chlorobenzene (ng/mL),LBXVCB: Blood Chlorobenzene (ng/mL),2015-2016,DEMO_I
LBXVCF,Blood Chloroform (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Chloroform (ng/mL),LBXVCF: Blood Chloroform (ng/mL),2015-2016,DEMO_I
LBXVCM,Blood Dibromochloromethane (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Dibromochloromethane (ng/mL),LBXVCM: Blood Dibromochloromethane (ng/mL),2015-2016,DEMO_I
LBXVCT,Blood Carbon Tetrachloride (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Carbon Tetrachloride (ng/mL),LBXVCT: Blood Carbon Tetrachloride (ng/mL),2015-2016,DEMO_I
LBXVDB,"Blood 1,4-Dichlorobenzene (ng/mL)",VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,"Blood 1,4-Dichlorobenzene (ng/mL)","LBXVDB: Blood 1,4-Dichlorobenzene (ng/mL)",2015-2016,DEMO_I
LBXVDE,"Blood 1,2-Dibromoethane (ng/mL)",VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,"Blood 1,2-Dibromoethane (ng/mL)","LBXVDE: Blood 1,2-Dibromoethane (ng/mL)",2015-2016,DEMO_I
LBXVDEE,Blood Diethyl Ether (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Diethyl Ether (ng/mL),LBXVDEE: Blood Diethyl Ether (ng/mL),2015-2016,DEMO_I
LBXVDX,"Blood 1,4-Dioxane (ng/mL)",VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,"Blood 1,4-Dioxane (ng/mL)","LBXVDX: Blood 1,4-Dioxane (ng/mL)",2015-2016,DEMO_I
LBXVDX,"Blood 1,4-Dioxane (ng/mL)",VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,"Blood 1,4-Dioxane (ng/mL)","LBXVDX: Blood 1,4-Dioxane (ng/mL)",2015-2016,DEMO_I
LBXVEA,Blood Ethyl Acetate (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Ethyl Acetate (ng/mL),LBXVEA: Blood Ethyl Acetate (ng/mL),2015-2016,DEMO_I
LBXVEB,Blood Ethylbenzene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Ethylbenzene (ng/mL),LBXVEB: Blood Ethylbenzene (ng/mL),2015-2016,DEMO_I
LBXVEC,Blood Chloroethane (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Chloroethane (ng/mL),LBXVEC: Blood Chloroethane (ng/mL),2015-2016,DEMO_I
LBXVFN,Blood Furan (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Furan (ng/mL),LBXVFN: Blood Furan (ng/mL),2015-2016,DEMO_I
LBXVIBN,Blood Isobutyronitrile (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Isobutyronitrile (ng/mL),LBXVIBN: Blood Isobutyronitrile (ng/mL),2015-2016,DEMO_I
LBXVIPB,Blood Isopropylbenzene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Isopropylbenzene (ng/mL),LBXVIPB: Blood Isopropylbenzene (ng/mL),2015-2016,DEMO_I
LBXVMC,Blood Methylene Chloride (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Methylene Chloride (ng/mL),LBXVMC: Blood Methylene Chloride (ng/mL),2015-2016,DEMO_I
LBXVMCP,Blood Methylcyclopentane (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Methylcyclopentane (ng/mL),LBXVMCP: Blood Methylcyclopentane (ng/mL),2015-2016,DEMO_I
LBXVME,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),LBXVME: Blood Methyl-tert-butyl ether (MTBE) (ng/mL),2015-2016,DEMO_I
LBXVNB,Blood Nitrobenzene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Nitrobenzene (ng/mL),LBXVNB: Blood Nitrobenzene (ng/mL),2015-2016,DEMO_I
LBXVOX,Blood o-Xylene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood o-Xylene (ng/mL),LBXVOX: Blood o-Xylene (ng/mL),2015-2016,DEMO_I
LBXVTC,Blood Trichloroethene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Trichloroethene (ng/mL),LBXVTC: Blood Trichloroethene (ng/mL),2015-2016,DEMO_I
LBXVTE,"Blood 1,1,1-Trichloroethane (ng/mL)",VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,"Blood 1,1,1-Trichloroethane (ng/mL)","LBXVTE: Blood 1,1,1-Trichloroethane (ng/mL)",2015-2016,DEMO_I
LBXVTFT,Blood aaa - Trifluorotoluene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood aaa-Trifluorotoluene (ng/mL),LBXVTFT: Blood aaa-Trifluorotoluene (ng/mL),2015-2016,DEMO_I
LBXVTHF,Blood Tetrahydrofuran (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Tetrahydrofuran (ng/mL),LBXVTHF: Blood Tetrahydrofuran (ng/mL),2015-2016,DEMO_I
LBXVTO,Blood Toluene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Toluene (ng/mL),LBXVTO: Blood Toluene (ng/mL),2015-2016,DEMO_I
LBXVTO,Blood Toluene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Toluene (ng/mL),LBXVTO: Blood Toluene (ng/mL),2015-2016,DEMO_I
LBXVTP,"Blood 1,2,3-Trichloropropane (ng/mL)",VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,"Blood 1,2,3-Trichloropropane (ng/mL)","LBXVTP: Blood 1,2,3-Trichloropropane (ng/mL)",2015-2016,DEMO_I
LBXVVB,Blood Vinyl Bromide (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood Vinyl Bromide (ng/mL),LBXVVB: Blood Vinyl Bromide (ng/mL),2015-2016,DEMO_I
LBXVXY,Blood m-/p-Xylene (ng/mL),VOCWBS_I,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample,2015,2016,Laboratory,None,Blood m-/p-Xylene (ng/mL),LBXVXY: Blood m-/p-Xylene (ng/mL),2015-2016,DEMO_I
LBXVD2MS,25-hydroxyvitamin D2 (nmol/L),VID_H,Vitamin D,2013,2014,Laboratory,None,25-hydroxyvitamin D2 (nmol/L),LBXVD2MS: 25-hydroxyvitamin D2 (nmol/L),2013-2014,DEMO_H
LBXVD3MS,25-hydroxyvitamin D3 (nmol/L),VID_H,Vitamin D,2013,2014,Laboratory,None,25-hydroxyvitamin D3 (nmol/L),LBXVD3MS: 25-hydroxyvitamin D3 (nmol/L),2013-2014,DEMO_H
LBXVE3MS,epi-25-hydroxyvitamin D3 (nmol/L),VID_H,Vitamin D,2013,2014,Laboratory,None,epi-25-hydroxyvitamin D3 (nmol/L),LBXVE3MS: epi-25-hydroxyvitamin D3 (nmol/L),2013-2014,DEMO_H
LBXVIDMS,25-hydroxyvitamin D2 + D3,VID_H,Vitamin D,2013,2014,Laboratory,None,25-hydroxyvitamin D2 + D3,LBXVIDMS: 25-hydroxyvitamin D2 + D3,2013-2014,DEMO_H
URXCNP,Mono(carboxynonyl) Phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono(carboxynonyl) Phthalate (ng/mL),URXCNP: Mono(carboxynonyl) Phthalate (ng/mL),2015-2016,DEMO_I
URXCOP,Mono(carboxyoctyl) Phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono(carboxyoctyl) Phthalate (ng/mL),URXCOP: Mono(carboxyoctyl) Phthalate (ng/mL),2015-2016,DEMO_I
URXECP,Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),URXECP: Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),2015-2016,DEMO_I
URXHIBP,Mono-2-hydroxy-iso-butyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-2-hydroxy-iso-butyl phthalate (ng/mL),URXHIBP: Mono-2-hydroxy-iso-butyl phthalate (ng/mL),2015-2016,DEMO_I
URXMBP,Mono-n-butyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-n-butyl phthalate (ng/mL),URXMBP: Mono-n-butyl phthalate (ng/mL),2015-2016,DEMO_I
URXMC1,Mono-(3-carboxypropyl) phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-(3-carboxypropyl) phthalate (ng/mL),URXMC1: Mono-(3-carboxypropyl) phthalate (ng/mL),2015-2016,DEMO_I
URXMCOH,"Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate (ng/mL)",PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,"Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate (ng/mL)","URXMCOH: Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate (ng/mL)",2015-2016,DEMO_I
URXMEP,Mono-ethyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-ethyl phthalate (ng/mL),URXMEP: Mono-ethyl phthalate (ng/mL),2015-2016,DEMO_I
URXMHBP,Mono-3-hydroxy-n-butyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-3-hydroxy-n-butyl phthalate (ng/mL),URXMHBP: Mono-3-hydroxy-n-butyl phthalate (ng/mL),2015-2016,DEMO_I
URXMHH,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),URXMHH: Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),2015-2016,DEMO_I
URXMHNC,"Cyclohexane 1,2-dicarboxylic acid monohydroxy isononyl ester  (ng/mL)",PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,"Cyclohexane 1,2-dicarboxylic acid monohydroxy isononyl ester  (ng/mL)","URXMHNC: Cyclohexane 1,2-dicarboxylic acid monohydroxy isononyl ester  (ng/mL)",2015-2016,DEMO_I
URXMHP,Mono-(2-ethyl)-hexyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-(2-ethyl)-hexyl phthalate (ng/mL),URXMHP: Mono-(2-ethyl)-hexyl phthalate (ng/mL),2015-2016,DEMO_I
URXMIB,Mono-isobutyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-isobutyl phthalate (ng/mL),URXMIB: Mono-isobutyl phthalate (ng/mL),2015-2016,DEMO_I
URXMNP,Mono-isononyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-isononyl phthalate (ng/mL),URXMNP: Mono-isononyl phthalate (ng/mL),2015-2016,DEMO_I
URXMOH,Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),URXMOH: Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL),2015-2016,DEMO_I
URXMZP,Mono-benzyl phthalate (ng/mL),PHTHTE_I,Phthalates and Plasticizers Metabolites - Urine,2015,2016,Laboratory,None,Mono-benzyl phthalate (ng/mL),URXMZP: Mono-benzyl phthalate (ng/mL),2015-2016,DEMO_I
URX1DC,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)","URX1DC: N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX1DC,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)","URX1DC: N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX2DC,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)","URX2DC: N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX2DC,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)","URX2DC: N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX2MH,2-methylhippuric acid (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,2-methylhippuric acid (ng/mL),URX2MH: 2-methylhippuric acid (ng/mL),2015-2016,DEMO_I
URX34M,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),URX34M: 3-methylhippuric acid & 4-methylhippuric acid(ng/mL),2015-2016,DEMO_I
URXAAM,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),URXAAM: N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXAMC,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),URXAMC: N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXATC,2-aminothiazoline-4-carboxylic acid(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,2-aminothiazoline-4-carboxylic acid(ng/mL),URXATC: 2-aminothiazoline-4-carboxylic acid(ng/mL),2015-2016,DEMO_I
URXBMA,N-acetyl-S-(benzyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(benzyl)-L-cysteine(ng/mL),URXBMA: N-acetyl-S-(benzyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXBPM,N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),URXBPM: N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXCEM,N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL),URXCEM: N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXCYHA,N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),URXCYHA: N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),2015-2016,DEMO_I
URXCYM,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),URXCYM: N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXDHB,"N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL)",UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,"N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL)","URXDHB: N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL)",2015-2016,DEMO_I
URXDPM,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),URXDPM: N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXDPM,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),URXDPM: N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXGAM,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),URXGAM: N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXHEM,N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL),URXHEM: N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXHP2,N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL),URXHP2: N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXHPM,N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL),URXHPM: N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXIPM1,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),URXIPM1: N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXIPM1,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),URXIPM1: N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXIPM3,N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),URXIPM3: N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXMAD,Mandelic acid(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,Mandelic acid(ng/mL),URXMAD: Mandelic acid(ng/mL),2015-2016,DEMO_I
URXMB1,N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL),URXMB1: N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXMB1,N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine(ng/mL),URXMB1: N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXMB2,N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),URXMB2: N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXMB2,N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL),URXMB2: N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXMB3,N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL),URXMB3: N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXPHE,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),URXPHE: N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXPHG,Phenylglyoxylic acid(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,Phenylglyoxylic acid(ng/mL),URXPHG: Phenylglyoxylic acid(ng/mL),2015-2016,DEMO_I
URXPMA,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),URXPMA: N-acetyl-S-(phenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXPMA,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),URXPMA: N-acetyl-S-(phenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXPMM,N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),URXPMM: N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
